objectId,redDecimal,blueHex,greenFraction,hexCode,ACL,redHex,name,updatedAt,greenDecimal,redFraction,blueDecimal,greenHex,createdAt,blueFraction
XXYdZjKXLV,145,83,0.36,#915C83,null,91,Antique fuchsia,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),92,0.57,131,5C,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0.51
ne9C0yn2N9,143,8F,0.74,#8FBC8F,null,8F,Dark sea green,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),188,0.56,143,BC,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0.56
SsFWuKPWS5,137,F0,0.81,#89CFF0,null,89,Baby blue,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),207,0.54,240,CF,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0.94
TE6hPlbctf,140,AC,0.57,#8C92AC,null,8C,Cool grey,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),146,0.55,172,92,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0.67
ffzspMm9C3,139,8B,0,#8B008B,null,8B,Dark magenta,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0,0.55,139,00,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0.55
x9RwCV9MJp,137,45,0.25,#893F45,null,89,Cordovan,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),63,0.54,69,3F,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0.27
5uqqbuUKhr,140,D6,0.75,#8CBED6,null,8C,Dark sky blue,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),190,0.55,214,BE,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0.84
DVPknfUKAp,141,00,0.71,#8DB600,null,8D,Apple green,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),182,0.55,0,B6,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0
Pn4WXNfubO,136,0B,0.33,#88540B,null,88,Brown,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),84,0.53,11,54,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0.04
MSzDpalECx,135,6B,0.66,#87A96B,null,87,Asparagus,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),169,0.53,107,A9,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0.42
CirAfoY6U5,135,3F,0.25,#87413F,null,87,Brandy,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),65,0.53,63,41,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0.25
HhTab6E9XX,143,FF,0,#8F00FF,null,8F,Electric violet,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0,0.56,255,00,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),1
M6Q5kWMRjY,138,E2,0.17,#8A2BE2,null,8A,Blue-violet,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),43,0.54,226,2B,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0.89
wuoiNsLrW6,138,24,0.2,#8A3324,null,8A,Burnt umber,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),51,0.54,36,33,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0.14
2uHEJwZDYO,139,00,0,#8B0000,null,8B,Dark red,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0,0.55,0,00,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0
IKHqkLmQQA,136,CE,0.02,#8806CE,null,88,French violet,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),6,0.53,206,06,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0.81
d6z6mULzMP,134,8E,0.38,#86608E,null,86,French lilac,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),96,0.53,142,60,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0.56
hZWwNBmR41,135,1F,0.26,#87421F,null,87,Fuzzy Wuzzy,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),66,0.53,31,42,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0.12
ySgWj3Aw8J,132,2D,0.11,#841B2D,null,84,Antique ruby,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),27,0.52,45,1B,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0.18
wHBIaClPdB,132,82,0.52,#848482,null,84,Battleship grey,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),132,0.52,130,84,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0.51
QlHXJ6zzag,133,88,0.38,#856088,null,85,Chinese violet,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),96,0.52,136,60,Fri Dec 13 2019 17:44:21 GMT-0600 (Central Standard Time),0.53
HOiKW4BDLP,127,00,1,#7FFF00,null,7F,Chartreuse (web),Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),255,0.5,0,FF,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0
1qaBnNk7Op,124,E8,0.73,#7CB9E8,null,7C,Aero,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),185,0.49,232,B9,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.91
rOfM8ZGV3w,129,3C,0.38,#81613C,null,81,Coyote brown,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),97,0.51,60,61,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.24
yYoatCnExq,112,63,0.16,#702963,null,70,Byzantium,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),41,0.44,99,29,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.39
BL5YoxUyH9,123,00,0.25,#7B3F00,null,7B,Chocolate (traditional),Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),63,0.48,0,3F,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0
jVG5MgfGqn,127,D4,1,#7FFFD4,null,7F,Aquamarine,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),255,0.5,212,FF,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.83
tz0QE0BmDs,133,4D,0.43,#856D4D,null,85,French bistre,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),109,0.52,77,6D,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.3
7MjsqODmZg,128,20,0,#800020,null,80,Burgundy,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0,0.5,32,00,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.13
f2nz8B2EwY,126,60,0.37,#7E5E60,null,7E,Deep taupe,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),94,0.49,96,5E,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.38
kfBpZzSuW0,128,18,0.09,#801818,null,80,Falu red,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),24,0.5,24,18,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.09
XcK0mhOb94,124,02,0.04,#7C0A02,null,7C,Barn red,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),10,0.49,2,0A,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.01
31U9fX86AB,127,34,0.09,#7F1734,null,7F,Claret,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),23,0.5,52,17,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.2
s0jbJPEB9C,119,FE,0.71,#77B5FE,null,77,French sky blue,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),181,0.47,254,B5,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),1
ezEdWE1cF5,125,FF,0.98,#7DF9FF,null,7D,Electric blue,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),249,0.49,255,F9,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),1
o83xUJaaMA,121,3B,0.27,#79443B,null,79,Bole,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),68,0.47,59,44,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.23
F7tXB7kblL,111,37,0.31,#6F4E37,null,6F,Coffee,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),78,0.44,55,4E,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.22
y7QOGwVlUu,114,C1,0.63,#72A0C1,null,72,Air superiority blue,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),160,0.45,193,A0,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.76
Hxs0fOEEk7,115,BD,0.4,#7366BD,null,73,Blue-violet (Crayola),Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),102,0.45,189,66,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.74
wc96lmqVvB,123,61,0.71,#7BB661,null,7B,Bud green,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),182,0.48,97,B6,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.38
07WCu2aEsX,112,42,0.21,#703642,null,70,Catawba,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),54,0.44,66,36,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.26
HQrUxBohBD,100,ED,0.58,#6495ED,null,64,Cornflower blue,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),149,0.39,237,95,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.93
deveFNqxz5,111,FF,0,#6F00FF,null,6F,Electric indigo,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0,0.44,255,00,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),1
Io2tSfK1Ut,108,82,0.19,#6C3082,null,6C,Eminence,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),48,0.42,130,30,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.51
pie5pxQCAg,102,CC,0.6,#6699CC,null,66,Blue-gray,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),153,0.4,204,99,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.8
hOtrdeNfgC,108,1E,0.33,#6C541E,null,6C,Field drab,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),84,0.42,30,54,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.12
qLvVzhMuFH,102,00,0,#660000,null,66,Blood red,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0,0.4,0,00,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0
vGGfYuMPVG,109,C3,0.61,#6D9BC3,null,6D,Cerulean frost,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),155,0.43,195,9B,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.76
EY2su3vujt,105,69,0.41,#696969,null,69,Dim gray,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),105,0.41,105,69,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.41
FVujkrW8KB,102,00,1,#66FF00,null,66,Bright green,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),255,0.4,0,FF,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0
iIbTfGp6MQ,95,A0,0.62,#5F9EA0,null,5F,Cadet blue,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),158,0.37,160,9E,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.63
MSBkzQpN0c,102,99,0.4,#666699,null,66,Dark blue-gray,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),102,0.4,153,66,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.6
05oABS0gSA,88,7C,0.26,#58427C,null,58,Cyber grape,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),66,0.35,124,42,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.49
RlA7NVx2sF,89,20,0.15,#592720,null,59,Caput mortuum,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),39,0.35,32,27,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.13
hPFnRkIDrv,97,51,0.25,#614051,null,61,Eggplant,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),64,0.38,81,40,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.32
uAgImAycRZ,93,54,0.22,#5D3954,null,5D,Dark byzantium,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),57,0.36,84,39,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.33
H8smN8b8Ce,102,1E,0.36,#665D1E,null,66,Antique bronze,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),93,0.4,30,5D,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.12
UCOBjHFkdE,95,77,0.65,#5FA777,null,5F,Forest green (Crayola),Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),167,0.37,119,A7,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.47
NIDPbmVIR2,101,21,0.26,#654321,null,65,Dark brown,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),67,0.4,33,43,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.13
EcTUeByto2,86,03,0.51,#568203,null,56,Avocado,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),130,0.34,3,82,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.01
Bj8dDYKNcD,93,EC,0.68,#5DADEC,null,5D,Blue jeans,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),173,0.36,236,AD,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.93
G5qjMNwrtn,83,78,0.41,#536878,null,53,Dark electric blue,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),104,0.33,120,68,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.47
uRjEzSADGq,84,37,0.24,#543D37,null,54,Dark liver (horses),Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),61,0.33,55,3D,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.22
GsgFBJCXZt,75,21,0.21,#4B3621,null,4B,Café noir,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),54,0.29,33,36,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.13
FywFXOSkHR,80,78,0.78,#50C878,null,50,Emerald,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),200,0.31,120,C8,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.47
Q6pxbRV3uS,86,D3,0.63,#56A0D3,null,56,Carolina blue,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),160,0.34,211,A0,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.83
4K7fGthmkv,83,72,0.41,#536872,null,53,Cadet,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),104,0.33,114,68,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.45
Dwr3CtU7fI,83,4F,0.29,#534B4F,null,53,Dark liver,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),75,0.33,79,4B,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.31
kUFlxiO4J2,86,5C,0.24,#563C5C,null,56,English violet,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),60,0.34,92,3C,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.36
PQM8ipOScF,85,2F,0.42,#556B2F,null,55,Dark olive green,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),107,0.33,47,6B,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.18
vlXegmgTj8,84,6F,0.38,#54626F,null,54,Black coral,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),98,0.33,111,62,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.44
NAWPjwep28,80,A7,0.45,#5072A7,null,50,Blue yonder,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),114,0.31,167,72,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.65
cE2NTOpka8,85,50,0.36,#555D50,null,55,Ebony,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),93,0.33,80,5D,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.31
ba4TK02TOA,85,55,0.33,#555555,null,55,Davy's grey,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),85,0.33,85,55,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.33
GqPk7hX9co,75,20,0.33,#4B5320,null,4B,Army green,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),83,0.29,32,53,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.13
lAD4CO0WK6,77,53,0.36,#4D5D53,null,4D,Feldgrau,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),93,0.3,83,5D,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.33
rZlr3GwRiz,79,42,0.47,#4F7942,null,4F,Fern green,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),121,0.31,66,79,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.26
11GELMOs9k,74,23,0.36,#4A5D23,null,4A,Dark moss green,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),93,0.29,35,5D,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.14
KRCDOMRRd0,72,32,0.24,#483C32,null,48,Dark lava,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),60,0.28,50,3C,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.2
sIG9Gw8wo0,77,7F,0.1,#4D1A7F,null,4D,Blue-violet (color wheel),Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),26,0.3,127,1A,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.5
8eskaG7vFO,74,6C,0.39,#4A646C,null,4A,Deep Space Sparkle,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),100,0.29,108,64,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.42
DSm9AMqcwt,72,8B,0.24,#483D8B,null,48,Dark slate blue,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),61,0.28,139,3D,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.55
uIFT01Lgjc,61,02,0.05,#3D0C02,null,3D,Black bean,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),12,0.24,2,0C,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.01
Im3ovNIpQX,61,1F,0.17,#3D2B1F,null,3D,Bistre,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),43,0.24,31,2B,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.12
qFz4HF4BXq,59,36,0.24,#3B3C36,null,3B,Black olive,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),60,0.23,54,3C,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.21
KbgFwx3JCl,60,E7,0.41,#3C69E7,null,3C,Bluetiful,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),105,0.24,231,69,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.91
rBqzJ9ye9L,46,94,0.35,#2E5894,null,2E,B'dazzled blue,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),88,0.18,148,58,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.58
XHxx0MYF7I,54,4F,0.27,#36454F,null,36,Charcoal,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),69,0.21,79,45,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.31
ypv8sGTEzB,42,BE,0.32,#2A52BE,null,2A,Cerulean blue,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),82,0.16,190,52,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.75
yRkEJoAGNI,46,88,0.18,#2E2D88,null,2E,Cosmic cobalt,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),45,0.18,136,2D,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.53
k8hqfzXkEB,47,7C,0.52,#2F847C,null,2F,Celadon green,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),132,0.18,124,84,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.49
L3SIiVbnfJ,59,2F,0.18,#3B2F2F,null,3B,Black coffee,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),47,0.23,47,2F,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.18
DK2GGuWu6R,59,57,0.48,#3B7A57,null,3B,Amazon,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),122,0.23,87,7A,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.34
25FP5if5uO,60,14,0.08,#3C1414,null,3C,Dark sienna,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),20,0.24,20,14,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.08
beKDILpoEo,51,99,0.2,#333399,null,33,Blue (pigment),Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),51,0.2,153,33,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.6
RCLhCVC0eB,47,4F,0.31,#2F4F4F,null,2F,Dark slate gray,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),79,0.18,79,4F,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.31
D4HfSkol3e,38,8B,0.26,#26428B,null,26,Dark cornflower blue,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),66,0.15,139,42,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.55
PXzl6iXsAV,49,E7,0.55,#318CE7,null,31,Bleu de France,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),140,0.19,231,8C,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.91
E4H6DLnJq1,48,34,0.1,#301934,null,30,Dark purple,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),25,0.19,52,19,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.2
BGu3KvbHhM,36,CE,0.42,#246BCE,null,24,Celtic blue,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),107,0.14,206,6B,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.81
BlJl9vHiDm,35,2B,0.17,#232B2B,null,23,Charleston green,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),43,0.14,43,2B,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.17
uDMDDeEi6F,30,FF,0.56,#1E90FF,null,1E,Dodger blue,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),144,0.12,255,90,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),1
FZc8wWeed4,6,40,0.31,#064E40,null,06,Blue-green (color wheel),Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),78,0.02,64,4E,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.25
FJmNp5olCK,21,BD,0.38,#1560BD,null,15,Denim,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),96,0.08,189,60,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.74
r12Tj5SLbc,27,1B,0.11,#1B1B1B,null,1B,Eerie black,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),27,0.11,27,1B,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.11
GW4JRShzsz,34,B6,0.26,#2243B6,null,22,Denim blue,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),67,0.13,182,43,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.71
9hLXociALT,31,FE,0.46,#1F75FE,null,1F,Blue (Crayola),Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),117,0.12,254,75,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),1
IVr3701U52,0,dc,0.42,#0063dc,null,00,Flickr Blue,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),99,0.13,220,63,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.84
G4Gj4upk3O,34,22,0.55,#228B22,null,22,Forest green (web),Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),139,0.13,34,8B,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.13
q5eWnGsayt,27,11,0.09,#1B1811,null,1B,Black chocolate,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),24,0.11,17,18,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.07
9I7zkko0AB,27,3E,0.3,#1B4D3E,null,1B,English green,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),77,0.11,62,4D,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.24
KHGOUjiSoX,27,3E,0.3,#1B4D3E,null,1B,Brunswick green,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),77,0.11,62,4D,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.24
PHqB8SLZSn,29,D6,0.67,#1DACD6,null,1D,Cerulean (Crayola),Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),172,0.11,214,AC,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.84
edHePM5vQH,21,EE,0.96,#15F4EE,null,15,Fluorescent blue,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),244,0.08,238,F4,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.93
5QU4JrsXh7,25,D2,0.45,#1974D2,null,19,Bright navy blue,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),116,0.1,210,74,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.82
GhWoahK7Hm,26,21,0.14,#1A2421,null,1A,Dark jungle green,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),36,0.1,33,24,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.13
m8VsVC70Gz,23,45,0.45,#177245,null,17,Dark spring green,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),114,0.09,69,72,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.27
