objectId,redDecimal,blueHex,greenFraction,hexCode,ACL,redHex,name,updatedAt,greenDecimal,redFraction,blueDecimal,greenHex,createdAt,blueFraction
tr55KfG5Hy,10,8C,0.49,#0A7E8C,null,0A,Metallic Seaweed,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),126,0.04,140,7E,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.55
tdgcZHZjwd,156,38,0.49,#9C7C38,null,9C,Metallic Sunburst,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),124,0.61,56,7C,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.22
NNjZOuQtOS,126,E6,0.83,#7ED4E6,null,7E,Middle blue,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),212,0.49,230,D4,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.9
cFXRoVfB0B,141,CC,0.85,#8DD9CC,null,8D,Middle blue green,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),217,0.55,204,D9,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.8
PDn7V6ArHb,228,7C,0,#E4007C,null,E4,Mexican pink,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0,0.89,124,00,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.49
HMpiliqVSa,139,BE,0.45,#8B72BE,null,8B,Middle blue purple,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),114,0.55,190,72,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.75
2GcJArCURB,77,57,0.55,#4D8C57,null,4D,Middle green,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),140,0.3,87,8C,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.34
xwuIk6OPmA,139,80,0.53,#8B8680,null,8B,Middle grey,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),134,0.55,128,86,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.5
rnjGyIMfPq,217,B5,0.51,#D982B5,null,D9,Middle purple,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),130,0.85,181,82,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.71
7RnObynUAX,172,60,0.75,#ACBF60,null,AC,Middle green yellow,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),191,0.67,96,BF,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.38
B1yDD11lQg,255,00,0.92,#FFEB00,null,FF,Middle yellow,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),235,1,0,EB,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0
OD05M5lmew,165,53,0.33,#A55353,null,A5,Middle red purple,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),83,0.65,83,53,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.33
z1v8MixudD,229,73,0.56,#E58E73,null,E5,Middle red,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),142,0.9,115,8E,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.45
wnvvPFSjl4,112,70,0.15,#702670,null,70,Midnight,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),38,0.44,112,26,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.44
4t0OkdBJr2,236,76,0.69,#ECB176,null,EC,Middle yellow red,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),177,0.93,118,B1,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.46
5vI1ffw8kH,25,70,0.1,#191970,null,19,Midnight blue,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),25,0.1,112,19,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.44
9nRuSMsJpq,255,E9,0.85,#FFDAE9,null,FF,Mimi pink,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),218,1,233,DA,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.91
svsjyhD4LE,227,88,0.98,#E3F988,null,E3,Mindaro,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),249,0.89,136,F9,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.53
wxCryZNCwG,255,0C,0.77,#FFC40C,null,FF,Mikado yellow,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),196,1,12,C4,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.05
lBx41DtgJ9,0,53,0.29,#004953,null,00,Midnight green (eagle green),Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),73,0,83,49,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.33
SMQZlSFC6d,245,FA,1,#F5FFFA,null,F5,Mint cream,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),255,0.96,250,FF,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.98
RtXEsIflCZ,152,98,1,#98FF98,null,98,Mint green,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),255,0.6,152,FF,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.6
W0BZ6XLjp4,62,89,0.71,#3EB489,null,3E,Mint,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),180,0.24,137,B4,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.54
oMGGETW0zh,245,50,0.86,#F5E050,null,F5,Minion yellow,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),224,0.96,80,E0,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.31
HDYTETTv3x,54,7D,0.45,#36747D,null,36,Ming,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),116,0.21,125,74,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.49
QCOlV3g8TH,141,99,0.64,#8DA399,null,8D,Morning blue,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),163,0.55,153,A3,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.6
kW9cpLp08m,150,17,0.44,#967117,null,96,Mode beige,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),113,0.59,23,71,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.09
KOEcI2ejV8,187,77,0.71,#BBB477,null,BB,Misty moss,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),180,0.73,119,B4,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.47
SGfhtiUqMo,138,5B,0.6,#8A9A5B,null,8A,Moss green,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),154,0.54,91,9A,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.36
NZZ5pOY4QK,255,E1,0.89,#FFE4E1,null,FF,Misty rose,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),228,1,225,E4,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.88
AyGD3H9TsB,48,8F,0.73,#30BA8F,null,30,Mountain Meadow,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),186,0.19,143,BA,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.56
SDpVyRzdgR,153,8D,0.48,#997A8D,null,99,Mountbatten pink,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),122,0.6,141,7A,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.55
AgCcVwlYdB,200,9B,0.31,#C8509B,null,C8,Mulberry (Crayola),Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),80,0.78,155,50,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.61
9aCovKgtnE,24,3B,0.27,#18453B,null,18,MSU green,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),69,0.09,59,45,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.23
7PCogf0w6j,197,8C,0.29,#C54B8C,null,C5,Mulberry,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),75,0.77,140,4B,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.55
BEUa5fkOFR,173,79,0.26,#AD4379,null,AD,Mystic maroon,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),67,0.68,121,43,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.47
1MkYy8aAIt,214,82,0.32,#D65282,null,D6,Mystic,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),82,0.84,130,52,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.51
HtAU4cfovV,255,58,0.86,#FFDB58,null,FF,Mustard,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),219,1,88,DB,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.35
iHdP1JmWSQ,246,C6,0.68,#F6ADC6,null,F6,Nadeshiko pink,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),173,0.96,198,AD,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.78
Xb0YuheobH,49,73,0.47,#317873,null,31,Myrtle green,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),120,0.19,115,78,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.45
Capdzs3ual,255,AD,0.87,#FFDEAD,null,FF,Navajo white,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),222,1,173,DE,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.68
INCJ5ZOyND,0,80,0,#000080,null,00,Navy blue,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0,0,128,00,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.5
gpb5J7nWrB,25,D2,0.45,#1974D2,null,19,Navy blue (Crayola),Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),116,0.1,210,74,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.82
n4T1fzcDUu,250,5E,0.85,#FADA5E,null,FA,Naples yellow,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),218,0.98,94,DA,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.37
9jzkKErCAj,70,FF,0.4,#4666FF,null,46,Neon blue,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),102,0.27,255,66,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),1
bvzc3epDF3,57,14,1,#39FF14,null,39,Neon green,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),255,0.22,20,FF,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.08
jxe2wbeKiO,164,ED,0.87,#A4DDED,null,A4,Non-photo blue,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),221,0.64,237,DD,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.93
YCCGD89Mk9,215,7F,0.51,#D7837F,null,D7,New York pink,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),131,0.84,127,83,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.5
KwbiL030Xs,233,DB,1,#E9FFDB,null,E9,Nyanza,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),255,0.91,219,FF,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.86
mAUcvndvuF,114,72,0.45,#727472,null,72,Nickel,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),116,0.45,114,74,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.45
SbBtOH4iaJ,79,B5,0.26,#4F42B5,null,4F,Ocean Blue,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),66,0.31,181,42,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.71
EN2gMg9OW1,204,22,0.47,#CC7722,null,CC,Ochre,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),119,0.8,34,77,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.13
MYkJQEOanK,72,91,0.75,#48BF91,null,48,Ocean green,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),191,0.28,145,BF,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.57
zGFheAIYjH,207,3B,0.71,#CFB53B,null,CF,Old gold,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),181,0.81,59,B5,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.23
u0ggqPJBav,67,2E,0.19,#43302E,null,43,Old burgundy,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),48,0.26,46,30,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.18
eX3bY9ZQgG,253,E6,0.96,#FDF5E6,null,FD,Old lace,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),245,0.99,230,F5,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.9
StLaubDvII,132,82,0.52,#848482,null,84,Old silver,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),132,0.52,130,84,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.51
75xzHLWmuJ,192,81,0.5,#C08081,null,C0,Old rose,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),128,0.75,129,80,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.51
Gn7swXu308,121,78,0.41,#796878,null,79,Old lavender,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),104,0.47,120,68,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.47
xR8Lz5EEj5,128,00,0.5,#808000,null,80,Olive,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),128,0.5,0,80,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0
S0ezEyQxEl,103,47,0.19,#673147,null,67,Old mauve,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),49,0.4,71,31,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.28
Ak8S0KbSLk,107,23,0.56,#6B8E23,null,6B,Olive Drab (#3),Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),142,0.42,35,8E,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.14
cDLyM7w1Dq,181,5C,0.7,#B5B35C,null,B5,Olive green,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),179,0.71,92,B3,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.36
i7GLCXeQcE,154,73,0.73,#9AB973,null,9A,Olivine,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),185,0.6,115,B9,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.45
GdDQKcVK8g,255,38,0.46,#FF7538,null,FF,Orange (Crayola),Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),117,1,56,75,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.22
DJVxqikTKw,60,1F,0.2,#3C341F,null,3C,Olive Drab #7,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),52,0.24,31,34,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.12
S5j9aR8f6r,53,39,0.22,#353839,null,35,Onyx,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),56,0.21,57,38,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.22
r2Yf4hVQ6C,168,BC,0.76,#A8C3BC,null,A8,Opal,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),195,0.66,188,C3,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.74
5GEo5HSUaH,183,A7,0.52,#B784A7,null,B7,Opera mauve,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),132,0.72,167,84,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.65
gM8hVxVciM,255,00,0.5,#FF7F00,null,FF,Orange,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),127,1,0,7F,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0
p5RipajPx4,255,1F,0.41,#FF681F,null,FF,Orange-red,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),104,1,31,68,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.12
V9md0lUdcH,255,00,0.62,#FF9F00,null,FF,Orange peel,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),159,1,0,9F,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0
gTa70VEIqP,255,00,0.65,#FFA500,null,FF,Orange (web),Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),165,1,0,A5,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0
COTrRKxGAU,255,49,0.33,#FF5349,null,FF,Orange-red (Crayola),Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),83,1,73,53,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.29
XYQadnIiEc,255,00,0.35,#FF5800,null,FF,Orange (Pantone),Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),88,1,0,58,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0
8gi50A6RdV,245,1F,0.74,#F5BD1F,null,F5,Orange-yellow,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),189,0.96,31,BD,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.12
5HZEuN8iz1,242,CD,0.74,#F2BDCD,null,F2,Orchid pink,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),189,0.95,205,BD,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.8
qPAekNgEaC,248,68,0.84,#F8D568,null,F8,Orange-yellow (Crayola),Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),213,0.97,104,D5,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.41
KpBTfFZNA7,250,3D,0.36,#FA5B3D,null,FA,Orange soda,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),91,0.98,61,5B,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.24
FKWAwMxOh5,218,D6,0.44,#DA70D6,null,DA,Orchid,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),112,0.85,214,70,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.84
mpjjE9F9Pj,0,47,0.13,#002147,null,00,Oxford blue,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),33,0,71,21,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.28
EACS5QBWos,255,4A,0.43,#FF6E4A,null,FF,Outrageous Orange,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),110,1,74,6E,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.29
2VC4NVTzue,45,3A,0.22,#2D383A,null,2D,Outer space (Crayola),Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),56,0.18,58,38,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.23
1PKklpQngp,226,D2,0.61,#E29CD2,null,E2,Orchid (Crayola),Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),156,0.89,210,9C,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.82
SC8MPEG1sD,128,20,0,#800020,null,80,Oxblood,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0,0.5,32,00,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.13
HutrANikdc,188,E6,0.83,#BCD4E6,null,BC,Pale aqua,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),212,0.74,230,D4,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.9
l8aPpybhWa,28,C9,0.66,#1CA9C9,null,1C,Pacific blue,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),169,0.11,201,A9,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.79
8uBSdaUwuZ,0,00,0.4,#006600,null,00,Pakistan green,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),102,0,0,66,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0
xk9766O04v,132,17,0.09,#841617,null,84,OU Crimson red,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),22,0.52,23,16,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.09
WuIvBVCwr5,104,60,0.16,#682860,null,68,Palatinate purple,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),40,0.41,96,28,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.38
MKC7I29Er3,236,BD,0.92,#ECEBBD,null,EC,Pale spring bud,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),235,0.93,189,EB,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.74
pB7zgkIxP4,250,DD,0.85,#FADADD,null,FA,Pale pink,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),218,0.98,221,DA,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.87
hwMEUd91BI,201,BB,0.75,#C9C0BB,null,C9,Pale silver,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),192,0.79,187,C0,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.73
S2lLoUgqca,250,FA,0.9,#FAE6FA,null,FA,Pale purple (Pantone),Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),230,0.98,250,E6,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.98
uyLEvckCEj,155,E2,0.77,#9BC4E2,null,9B,Pale cerulean,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),196,0.61,226,C4,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.89
njQMXspe6W,0,7D,0.61,#009B7D,null,00,Paolo Veronese green,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),155,0,125,9B,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.49
ynJcXacg9G,120,4A,0.09,#78184A,null,78,Pansy purple,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),24,0.47,74,18,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.29
fv5DE1oO34,230,62,0.24,#E63E62,null,E6,Paradise pink,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),62,0.9,98,3E,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.38
XBIYsmoVyN,80,78,0.78,#50C878,null,50,Paris Green,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),200,0.31,120,C8,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.47
o3mO7gtsHG,255,D5,0.94,#FFEFD5,null,FF,Papaya whip,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),239,1,213,EF,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.84
knC8tC5pJR,222,A4,0.65,#DEA5A4,null,DE,Pastel pink,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),165,0.87,164,A5,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.64
LGAF3xgPsN,255,B4,0.9,#FFE5B4,null,FF,Peach,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),229,1,180,E5,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.71
Ezx1u8EB9c,83,78,0.41,#536878,null,53,Payne's grey,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),104,0.33,120,68,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.47
Zr04wycIut,128,80,0,#800080,null,80,Patriarch,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0,0.5,128,00,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.5
pN5Yfq5w9a,255,A4,0.8,#FFCBA4,null,FF,Peach (Crayola),Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),203,1,164,CB,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.64
ppCXdHhXkL,255,B9,0.85,#FFDAB9,null,FF,Peach puff,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),218,1,185,DA,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.73
ImSGIDre1r,209,31,0.89,#D1E231,null,D1,Pear,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),226,0.82,49,E2,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.19
EoArbunP7m,183,A2,0.41,#B768A2,null,B7,Pearly purple,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),104,0.72,162,68,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.64
Gx6n6nNPTr,204,FF,0.8,#CCCCFF,null,CC,Periwinkle,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),204,0.8,255,CC,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),1
WRn6JRav3c,195,E6,0.8,#C3CDE6,null,C3,Periwinkle (Crayola),Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),205,0.76,230,CD,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.9
0KVQ0Y1AgK,225,2C,0.17,#E12C2C,null,E1,Permanent Geranium Lake,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),44,0.88,44,2C,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.17
FYJWeg2CIb,0,93,0.65,#00A693,null,00,Persian green,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),166,0,147,A6,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.58
SPCBIvolqG,217,58,0.56,#D99058,null,D9,Persian orange,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),144,0.85,88,90,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.35
fN5yB5ScIE,50,7A,0.07,#32127A,null,32,Persian indigo,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),18,0.2,122,12,Fri Dec 13 2019 17:44:26 GMT-0600 (Central Standard Time),0.48
